bugType,sourceBeforeFix,sourceAfterFix,,
CHANGE_NUMERAL,interceptorParamTypes.length - 1,interceptorParamTypes.length - 3,,
OVERLOAD_METHOD_MORE_ARGS,"addGroupedInterceptor(filter,interceptorClassName,group,executionPolicy)","addGroupedInterceptor(filter,interceptorClassName,null,group,executionPolicy)",,
OVERLOAD_METHOD_MORE_ARGS,"addGroupedInterceptor(filter,interceptorClassName,group,executionPolicy)","addGroupedInterceptor(filter,interceptorClassName,null,group,executionPolicy)",,
CHANGE_IDENTIFIER,"invoke(agentInfo,payload,DEFUALT_FUTURE_TIMEOUT)","invoke(agentInfo,payload,DEFAULT_FUTURE_TIMEOUT)",,
CHANGE_IDENTIFIER,"invoke(agentInfoList,payload,DEFUALT_FUTURE_TIMEOUT)","invoke(agentInfoList,payload,DEFAULT_FUTURE_TIMEOUT)",,
CHANGE_NUMERAL,"Assert.assertEquals(select.size(),1)","Assert.assertEquals(select.size(),0)",,
CHANGE_NUMERAL,"Assert.assertEquals(select.size(),1)","Assert.assertEquals(select.size(),0)",,
CHANGE_NUMERAL,type=500,type=200,,
CHANGE_NUMERAL,type=200,type=100,,
CHANGE_IDENTIFIER,"new IllegalArgumentException(""negative offset:"" + offset)","new IndexOutOfBoundsException(""negative offset:"" + offset)",,
DIFFERENT_METHOD_SAME_ARGS,Integer.valueOf(tokens[3]),Integer.parseInt(tokens[3]),,
CHANGE_IDENTIFIER,Integer.valueOf(tokens[3]),Integer.parseInt(tokens[3]),,
DIFFERENT_METHOD_SAME_ARGS,Integer.valueOf(tokens[3]),Integer.parseInt(tokens[3]),,
CHANGE_IDENTIFIER,Integer.valueOf(tokens[3]),Integer.parseInt(tokens[3]),,
CHANGE_NUMERAL,DEFAULT_MAX=1024,DEFAULT_MAX=4096,,
CHANGE_OPERATOR,newId > max,newId >= max,,
CHANGE_OPERATOR,newId > max,newId >= max,,
CHANGE_NUMERAL,DEFAULT_MAX=1024,DEFAULT_MAX=4096,,
CHANGE_OPERATOR,newId > max,newId >= max,,
CHANGE_OPERATOR,newId > max,newId >= max,,
CHANGE_UNARY_OPERATOR,!traceIds.isEmpty(),traceIds.isEmpty(),,
CHANGE_UNARY_OPERATOR,findClass,!findClass,,
DIFFERENT_METHOD_SAME_ARGS,file.flush(),file.flushAndForce(),,
CHANGE_IDENTIFIER,file.flush(),file.flushAndForce(),,
DIFFERENT_METHOD_SAME_ARGS,cache.flush(),cache.flushAndForce(),,
CHANGE_IDENTIFIER,cache.flush(),cache.flushAndForce(),,
OVERLOAD_METHOD_DELETED_ARGS,"new KernelStatement(mock(KernelTransactionImplementation.class),mock(IndexReaderFactory.class),scanStore,null,null,null,null)","new KernelStatement(mock(KernelTransactionImplementation.class),mock(IndexReaderFactory.class),scanStore,null,null,null)",,
CHANGE_NUMERAL,"Integer.getInteger(""org.neo4j.io.pagecache.impl.muninn.MuninnPagedFile.stripeFactor"",8)","Integer.getInteger(""org.neo4j.io.pagecache.impl.muninn.MuninnPagedFile.stripeFactor"",10)",,
CHANGE_NUMERAL,Primitive.longObjectMap(32),Primitive.longObjectMap(8),,
OVERLOAD_METHOD_DELETED_ARGS,"executeCommand(""EXPLAIN OPTIONAL MATCH (n) RETURN n;"",""DbHits"",""No data returned"")","executeCommand(""EXPLAIN OPTIONAL MATCH (n) RETURN n;"",""No data returned"")",,
OVERLOAD_METHOD_DELETED_ARGS,"executeCommand(""EXPLAIN OPTIONAL MATCH (n) RETURN n;"",""DbHits"",""No data returned"")","executeCommand(""EXPLAIN OPTIONAL MATCH (n) RETURN n;"",""No data returned"")",,
CHANGE_IDENTIFIER,(Node)container,(Relationship)container,,
CHANGE_MODIFIER,1,33,,
CHANGE_MODIFIER,1,33,,
DIFFERENT_METHOD_SAME_ARGS,newEmbeddedDatabaseBuilder(path),newHighlyAvailableDatabaseBuilder(path),,
CHANGE_IDENTIFIER,newEmbeddedDatabaseBuilder(path),newHighlyAvailableDatabaseBuilder(path),,
DIFFERENT_METHOD_SAME_ARGS,cursor.retry(),cursor.shouldRetry(),,
CHANGE_IDENTIFIER,cursor.retry(),cursor.shouldRetry(),,
DIFFERENT_METHOD_SAME_ARGS,newEmbeddedDatabaseBuilder(path),newHighlyAvailableDatabaseBuilder(path),,
CHANGE_IDENTIFIER,newEmbeddedDatabaseBuilder(path),newHighlyAvailableDatabaseBuilder(path),,
OVERLOAD_METHOD_MORE_ARGS,new BranchedDataException(e),"new BranchedDataException(""Unable to perform a mandatory sanity check due to an IO error."",e)",,
OVERLOAD_METHOD_MORE_ARGS,new BranchedDataException(e),"new BranchedDataException(""Unable to perform a mandatory sanity check due to an IO error."",e)",,
CHANGE_IDENTIFIER,(Node)container,(Relationship)container,,
CHANGE_NUMERAL,version > 0,version > 1,,
CHANGE_NUMERAL,version > 0,version > 1,,
CHANGE_NUMERAL,version > 0,version > 1,,
CHANGE_IDENTIFIER,o instanceof Xid,o instanceof XidImpl,,
CHANGE_NUMERAL,"relationship(18,c,""KNOWS"",d)","relationship(19,c,""KNOWS"",d)",,
CHANGE_IDENTIFIER,ClusterLeaveReelectionListener.class,HeartbeatReelectionListener.class,,
CHANGE_MODIFIER,1,9,,
OVERLOAD_METHOD_DELETED_ARGS,new RagManager(tm),new RagManager(),,
OVERLOAD_METHOD_DELETED_ARGS,new RagManager(tm),new RagManager(),,
CHANGE_IDENTIFIER,o instanceof Xid,o instanceof XidImpl,,
CHANGE_NUMERAL,"scheduler.scheduleRecurring(indexPopulation,countInvocationsJob,1,MILLISECONDS)","scheduler.scheduleRecurring(indexPopulation,countInvocationsJob,2,MILLISECONDS)",,
CHANGE_IDENTIFIER,"getClass().getSimpleName() + ""[populator:"" + populator+ "", descriptor:""+ descriptor+ ""]""","getClass().getSimpleName() + ""[populator:"" + populator+ "", descriptor:""+ indexUserDescription+ ""]""",,
OVERLOAD_METHOD_MORE_ARGS,new WebApplicationException(serverError(e)),"new WebApplicationException(e,serverError(e))",,
OVERLOAD_METHOD_DELETED_ARGS,"new ClusterConfiguration(initialConfig.getName(),logging.getMessagesLog(ClusterConfiguration.class),initialConfig.getMemberURIs())","new ClusterConfiguration(initialConfig.getName(),initialConfig.getMemberURIs())",,
OVERLOAD_METHOD_DELETED_ARGS,"new ClusterConfiguration(name,logging.getMessagesLog(ClusterConfiguration.class),Collections.singleton(boundAt))","new ClusterConfiguration(name,Collections.singleton(boundAt))",,
OVERLOAD_METHOD_DELETED_ARGS,"new ClusterConfiguration(""clusterName"",StringLogger.DEV_NULL,initialHosts)","new ClusterConfiguration(""clusterName"",initialHosts)",,
OVERLOAD_METHOD_DELETED_ARGS,"new ClusterConfiguration(""whatever"",StringLogger.DEV_NULL,""cluster://1"",""cluster://2"")","new ClusterConfiguration(""whatever"",""cluster://1"",""cluster://2"")",,
OVERLOAD_METHOD_DELETED_ARGS,"new ClusterConfiguration(""whatever"",StringLogger.DEV_NULL,""cluster://1"",""cluster://2"")","new ClusterConfiguration(""whatever"",""cluster://1"",""cluster://2"")",,
OVERLOAD_METHOD_MORE_ARGS,new WebApplicationException(serverError(e)),"new WebApplicationException(e,serverError(e))",,
OVERLOAD_METHOD_DELETED_ARGS,"doAnswer(new Answer<Object>(){   @Override public Object answer(  InvocationOnMock invocation) throws Throwable {     sem.release();     return null;   } } ).when(loggerMock).warn(anyString(),any(Exception.class))",doAnswer(new Answer<Object>(){   @Override public Object answer(  InvocationOnMock invocation) throws Throwable {     sem.release();     return null;   } } ).when(loggerMock).warn(anyString()),,
SWAP_BOOLEAN_LITERAL,"SCHEMA(35,true)","SCHEMA(35,false)",,
CHANGE_IDENTIFIER,Setting<Long>,GraphDatabaseSetting<Long>,,
CHANGE_IDENTIFIER,Setting<Long>,GraphDatabaseSetting<Long>,,
CHANGE_MODIFIER,0,1,,
OVERLOAD_METHOD_MORE_ARGS,"serializer.statementResult(mockExecutionResult(map(""node"",node[0],""rel"",rel[0],""path"",path,""map"",map(""n1"",node[1],""r1"",rel[1]))),ResultDataContent.rest)","serializer.statementResult(mockExecutionResult(map(""node"",node[0],""rel"",rel[0],""path"",path,""map"",map(""n1"",node[1],""r1"",rel[1]))),false,ResultDataContent.rest)",,
CHANGE_CALLER_IN_FUNCTION_CALL,failure.getCause(),cause.getCause(),,
CHANGE_IDENTIFIER,failure.getCause(),cause.getCause(),,
DIFFERENT_METHOD_SAME_ARGS,inner.deletedNodes(),inner.deletedRelationships(),,
CHANGE_IDENTIFIER,inner.deletedNodes(),inner.deletedRelationships(),,
DIFFERENT_METHOD_SAME_ARGS,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
CHANGE_IDENTIFIER,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
DIFFERENT_METHOD_SAME_ARGS,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
CHANGE_IDENTIFIER,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
DIFFERENT_METHOD_SAME_ARGS,engine.execute(cypher).toString(),engine.execute(cypher).dumpToString(),,
CHANGE_IDENTIFIER,engine.execute(cypher).toString(),engine.execute(cypher).dumpToString(),,
DIFFERENT_METHOD_SAME_ARGS,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
CHANGE_IDENTIFIER,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
DIFFERENT_METHOD_SAME_ARGS,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
CHANGE_IDENTIFIER,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
DIFFERENT_METHOD_SAME_ARGS,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
CHANGE_IDENTIFIER,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
DIFFERENT_METHOD_SAME_ARGS,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
CHANGE_IDENTIFIER,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
DIFFERENT_METHOD_SAME_ARGS,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
CHANGE_IDENTIFIER,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
DIFFERENT_METHOD_SAME_ARGS,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
CHANGE_IDENTIFIER,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
DIFFERENT_METHOD_SAME_ARGS,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
CHANGE_IDENTIFIER,engine.execute(query).toString(),engine.execute(query).dumpToString(),,
CHANGE_MODIFIER,1,33,,
CHANGE_MODIFIER,1,33,,
CHANGE_NUMERAL,i < 10000,i < 100,,
CHANGE_NUMERAL,i < 100,i < 10000,,
CHANGE_IDENTIFIER,graphStack.push(tx),graphStack.push(lockingTx),,
DIFFERENT_METHOD_SAME_ARGS,"targetDirectory.directory(""unwritable"")","targetDirectory.file(""unwritable"")",,
CHANGE_IDENTIFIER,"targetDirectory.directory(""unwritable"")","targetDirectory.file(""unwritable"")",,
DIFFERENT_METHOD_SAME_ARGS,latch.countDownFirst(),latch.awaitFirst(),,
CHANGE_IDENTIFIER,latch.countDownFirst(),latch.awaitFirst(),,
OVERLOAD_METHOD_MORE_ARGS,Calendar.getInstance(),Calendar.getInstance(timeIsGivenInThisTimeZone),,
CHANGE_NUMERAL,PROTOCOL_VERSION=1,PROTOCOL_VERSION=2,,
CHANGE_IDENTIFIER,config.get(CONFIG_KEY_READ_TIMEOUT),config.get(CONFIG_KEY_LOCK_READ_TIMEOUT),,
OVERLOAD_METHOD_MORE_ARGS,new Neo4jGraph(database.graph),"new Neo4jGraph(database.graph,false)",,
MORE_SPECIFIC_IF,!template.contains(PATH_AUTO_NODE_INDEX) && !template.contains(PATH_AUTO_RELATIONSHIP_INDEX),"!template.contains(PATH_AUTO_NODE_INDEX) && !template.contains(PATH_AUTO_RELATIONSHIP_INDEX) && !template.contains(""_auto_"")",,
OVERLOAD_METHOD_MORE_ARGS,"assertEquals(1,functionalTestHelper.removeAnyAutoIndex(map).size())","assertEquals(""Was: "" + map + "", no-auto-index:""+ functionalTestHelper.removeAnyAutoIndex(map),1,functionalTestHelper.removeAnyAutoIndex(map).size())",,
MORE_SPECIFIC_IF,inUseByte != Record.IN_USE.byteValue(),inUseByte != Record.IN_USE.byteValue() && inUseByte != Record.NOT_IN_USE.byteValue(),,
DIFFERENT_METHOD_SAME_ARGS,prev.getPrevProp(),prev.getNextProp(),,
CHANGE_IDENTIFIER,prev.getPrevProp(),prev.getNextProp(),,
MORE_SPECIFIC_IF,record.getLength() > store.getRecordSize() - store.getRecordHeaderSize(),record.getId() != 0 && record.getLength() > store.getRecordSize() - store.getRecordHeaderSize(),,
OVERLOAD_METHOD_MORE_ARGS,"new ScheduledJob(job,jobName,period)","new ScheduledJob(job,jobName,delay,period)",,
CHANGE_IDENTIFIER,"new ScheduledJob(job,jobName,period)","new ScheduledJob(job,jobName,delay,period)",,
CHANGE_UNARY_OPERATOR,"file.getName().startsWith(""branched-"")","!file.getName().startsWith(""branched-"")",,
OVERLOAD_METHOD_MORE_ARGS,gen.get().document(),"gen.get().document(""target/testdocs"",""testsection"")",,
OVERLOAD_METHOD_DELETED_ARGS,"put(TYPES,new MapTypeCaster(),Map.class,Double.class)","put(TYPES,new MapTypeCaster(),Map.class)",,
OVERLOAD_METHOD_DELETED_ARGS,"beans.add(0,bean)",beans.add(bean),,
OVERLOAD_METHOD_DELETED_ARGS,"beans.add(0,bean)",beans.add(bean),,
SWAP_ARGUMENTS,"assertEquals(helper.getRelationshipIndexes().length,1)","assertEquals(1,helper.getRelationshipIndexes().length)",,
CHANGE_OPERATOR,i < end,i <= end,,
CHANGE_OPERATOR,item != txId,item < txId,,
CHANGE_MODIFIER,2,18,,
CHANGE_NUMERAL,path(11),path(14),,
CHANGE_NUMERAL,path(11),path(14),,
CHANGE_NUMERAL,path(11),path(14),,
LESS_SPECIFIC_IF,version == null,"version == null || version.equals("""")",,
LESS_SPECIFIC_IF,version == null,"version == null || version.equals("""")",,
LESS_SPECIFIC_IF,version == null,"version == null || version.equals("""")",,
LESS_SPECIFIC_IF,version == null,"version == null || version.equals("""")",,
LESS_SPECIFIC_IF,version == null,"version == null || version.equals("""")",,
LESS_SPECIFIC_IF,version == null,"version == null || version.equals("""")",,
CHANGE_MODIFIER,2,9,,
CHANGE_MODIFIER,2,9,,
CHANGE_MODIFIER,2,9,,
OVERLOAD_METHOD_MORE_ARGS,"target.directory(""zk"" + id + ""data"")","target.directory(""zk"" + id + ""data"",true)",,
OVERLOAD_METHOD_MORE_ARGS,"target.directory(""zk"" + id + ""data"")","target.directory(""zk"" + id + ""data"",true)",,
OVERLOAD_METHOD_MORE_ARGS,"target.directory(""zk"" + id + ""data"")","target.directory(""zk"" + id + ""data"",true)",,
CHANGE_IDENTIFIER,@Path(PATH_NODE_INDEX_ID),@Path(PATH_RELATIONSHIP_INDEX_ID),,
CHANGE_IDENTIFIER,@Path(PATH_NODE_INDEX_ID),@Path(PATH_RELATIONSHIP_INDEX_ID),,
CHANGE_IDENTIFIER,@Path(PATH_NODE_INDEX_ID),@Path(PATH_RELATIONSHIP_INDEX_ID),,
CHANGE_IDENTIFIER,@Path(PATH_NODE_INDEX_ID),@Path(PATH_RELATIONSHIP_INDEX_ID),,
CHANGE_IDENTIFIER,"addProperty(firstNode,""band"",""The Clash"")","addProperty(secondNode,""band"",""The Clash"")",,
CHANGE_IDENTIFIER,"addProperty(firstNode,""band"",""The Clash"")","addProperty(secondNode,""band"",""The Clash"")",,
CHANGE_IDENTIFIER,"addProperty(firstNode,""band"",""The Clash"")","addProperty(secondNode,""band"",""The Clash"")",,
CHANGE_IDENTIFIER,"addProperty(firstNode,""band"",""The Clash"")","addProperty(secondNode,""band"",""The Clash"")",,
CHANGE_IDENTIFIER,"new ChannelInboundHandlerAdapter(){   @Override public void userEventTriggered(  ChannelHandlerContext ctx,  Object evt) throws Exception {     if (evt instanceof WebSocketServerProtocolHandler.HandshakeComplete) {       assertNull(ctx.pipeline().context(WebSocketServerProtocolHandshakeHandler.class));     }   } } ","new ChannelHandler(){   @Override public void userEventTriggered(  ChannelHandlerContext ctx,  Object evt) throws Exception {     if (evt instanceof WebSocketServerProtocolHandler.HandshakeComplete) {       assertNull(ctx.pipeline().context(WebSocketServerProtocolHandshakeHandler.class));     }   } } ",,
OVERLOAD_METHOD_DELETED_ARGS,"new HttpClientCodec(4096,8192,8192,true)","new HttpClientCodec(4096,8192,true)",,
CHANGE_IDENTIFIER,"ChannelInboundHandlerAdapter handler=new ChannelDuplexHandler(){   @Override public void channelActive(  ChannelHandlerContext ctx) throws Exception {     ctx.fireChannelActive();     peerRef.exchange(ctx.channel(),1L,SECONDS);   }   @Override public void channelRead(  ChannelHandlerContext ctx,  Object msg){     latch.countDown();     ctx.read();   }   @Override public void exceptionCaught(  ChannelHandlerContext ctx,  Throwable cause){     causeRef.set(cause);   } } ; ","ChannelHandler handler=new ChannelHandler(){   @Override public void channelActive(  ChannelHandlerContext ctx) throws Exception {     ctx.fireChannelActive();     peerRef.exchange(ctx.channel(),1L,SECONDS);   }   @Override public void channelRead(  ChannelHandlerContext ctx,  Object msg){     latch.countDown();     ctx.read();   }   @Override public void exceptionCaught(  ChannelHandlerContext ctx,  Throwable cause){     causeRef.set(cause);   } } ; ",,
CHANGE_IDENTIFIER,"method.invoke(method,ByteBuffer.allocate(1))","method.invoke(checksum,ByteBuffer.allocate(1))",,
CHANGE_IDENTIFIER,"@Override protected boolean handleResponse(ChannelHandlerContext ctx,Object response) throws HttpProxyConnectException {   if (response instanceof HttpResponse) {     if (status != null) {       throw new HttpProxyConnectException(exceptionMessage(""too many responses""),null);     }     HttpResponse res=(HttpResponse)response;     status=res.status();     inboundHeaders=res.headers();   }   boolean finished=response instanceof LastHttpContent;   if (finished) {     if (status == null) {       throw new HttpProxyConnectException(exceptionMessage(""missing response""),inboundHeaders);     }     if (status.code() != 200) {       throw new HttpProxyConnectException(exceptionMessage(""status: "" + status),inboundHeaders);     }   }   return finished; } ","@Override protected boolean handleResponse(ChannelHandlerContext ctx,Object response) throws Exception {   if (response instanceof HttpResponse) {     if (status != null) {       throw new HttpProxyConnectException(exceptionMessage(""too many responses""),null);     }     HttpResponse res=(HttpResponse)response;     status=res.status();     inboundHeaders=res.headers();   }   boolean finished=response instanceof LastHttpContent;   if (finished) {     if (status == null) {       throw new HttpProxyConnectException(exceptionMessage(""missing response""),inboundHeaders);     }     if (status.code() != 200) {       throw new HttpProxyConnectException(exceptionMessage(""status: "" + status),inboundHeaders);     }   }   return finished; } ",,
OVERLOAD_METHOD_MORE_ARGS,"logger.info(""{} exists but cannot be executed even when execute permissions set; "" + ""check volume for \""noexec\"" flag; use -Dio.netty.native.workdir=[path] "" + ""to set native working directory separately."",tmpFile.getPath())","logger.info(""{} exists but cannot be executed even when execute permissions set; "" + ""check volume for \""noexec\"" flag; use -Dio.netty.native.workdir=[path] "" + ""to set native working directory separately."",tmpFile.getPath(),""io.netty.native.workdir"")",,
SWAP_BOOLEAN_LITERAL,"super(pipeline,null,HEAD_NAME,false,true); ","super(pipeline,null,HEAD_NAME,true,true); ",,
DIFFERENT_METHOD_SAME_ARGS,promise.setSuccess(null),promise.trySuccess(null),,
CHANGE_IDENTIFIER,promise.setSuccess(null),promise.trySuccess(null),,
CHANGE_IDENTIFIER,SSL.getErrorString(err),SSL.getErrorString(stackError),,
CHANGE_OPERATOR,EXPLICIT_NO_UNSAFE_CAUSE == null,EXPLICIT_NO_UNSAFE_CAUSE != null,,
OVERLOAD_METHOD_MORE_ARGS,getWrappedEngine().release(),getWrappedEngine().release(decrement),,
DIFFERENT_METHOD_SAME_ARGS,"ctx.writeAndFlush(msg,promise)","ctx.write(msg,promise)",,
CHANGE_IDENTIFIER,"ctx.writeAndFlush(msg,promise)","ctx.write(msg,promise)",,
DIFFERENT_METHOD_SAME_ARGS,ReferenceCountUtil.safeRelease(holder),ReferenceCountUtil.release(holder),,
CHANGE_IDENTIFIER,ReferenceCountUtil.safeRelease(holder),ReferenceCountUtil.release(holder),,
DIFFERENT_METHOD_SAME_ARGS,ReferenceCountUtil.safeRelease(holder),ReferenceCountUtil.release(holder),,
CHANGE_IDENTIFIER,ReferenceCountUtil.safeRelease(holder),ReferenceCountUtil.release(holder),,
MORE_SPECIFIC_IF,rejectRemoteInitiatedRenegotiation && SSL.getHandshakeCount(ssl) > 1,rejectRemoteInitiatedRenegotiation && !isDestroyed() && SSL.getHandshakeCount(ssl) > 1,,
CHANGE_IDENTIFIER,"/**   * {@code ""content-security-policy""}  */ public static final CharSequence CONTENT_SECURITY_POLICY=new AsciiString(""content-security-policy""); ","/**   * {@code ""content-security-policy""}  */ public static final AsciiString CONTENT_SECURITY_POLICY=new AsciiString(""content-security-policy""); ",,
CHANGE_IDENTIFIER,"/**   * {@code ""x-frame-options""}  */ public static final CharSequence X_FRAME_OPTIONS=new AsciiString(""x-frame-options""); ","/**   * {@code ""x-frame-options""}  */ public static final AsciiString X_FRAME_OPTIONS=new AsciiString(""x-frame-options""); ",,
DIFFERENT_METHOD_SAME_ARGS,assertTrue(isBufferCopyNeededForWrite(byteBuf.asReadOnly())),assertFalse(isBufferCopyNeededForWrite(byteBuf.asReadOnly())),,
CHANGE_IDENTIFIER,assertTrue(isBufferCopyNeededForWrite(byteBuf.asReadOnly())),assertFalse(isBufferCopyNeededForWrite(byteBuf.asReadOnly())),,
SWAP_BOOLEAN_LITERAL,"assertCompositeByteBufIsBufferCopyNeededForWrite(alloc,2,0,false)","assertCompositeByteBufIsBufferCopyNeededForWrite(alloc,2,0,true)",,
CHANGE_MODIFIER,0,4,,
CHANGE_MODIFIER,0,4,,
SWAP_ARGUMENTS,"new SctpMessage(streamIdentifier,protocolIdentifier,unordered,msg.retain())","new SctpMessage(protocolIdentifier,streamIdentifier,unordered,msg.retain())",,
CHANGE_MODIFIER,16,17,,
CHANGE_MODIFIER,0,1,,
CHANGE_MODIFIER,0,1,,
CHANGE_IDENTIFIER,"logger.warn(""Failed to set channel option '{}' with value '{}' for channel '{}'"",option,channel,channel,t)","logger.warn(""Failed to set channel option '{}' with value '{}' for channel '{}'"",option,value,channel,t)",,
CHANGE_IDENTIFIER,super.mySetupMutualAuthServerIsValidException(cause),super.mySetupMutualAuthServerIsValidClientException(cause),,
CHANGE_OPERAND,nameLength > maxHeadersLength - headersLength,index > maxHeadersLength - headersLength,,
CHANGE_IDENTIFIER,nameLength > maxHeadersLength - headersLength,index > maxHeadersLength - headersLength,,
DIFFERENT_METHOD_SAME_ARGS,Float.valueOf(encoding.substring(equalsPos + 1)),Float.parseFloat(encoding.substring(equalsPos + 1)),,
CHANGE_IDENTIFIER,Float.valueOf(encoding.substring(equalsPos + 1)),Float.parseFloat(encoding.substring(equalsPos + 1)),,
DIFFERENT_METHOD_SAME_ARGS,Byte.valueOf(value.toString()),Byte.parseByte(value.toString()),,
CHANGE_IDENTIFIER,Byte.valueOf(value.toString()),Byte.parseByte(value.toString()),,
DIFFERENT_METHOD_SAME_ARGS,Short.valueOf(value.toString()),Short.parseShort(value.toString()),,
CHANGE_IDENTIFIER,Short.valueOf(value.toString()),Short.parseShort(value.toString()),,
DIFFERENT_METHOD_SAME_ARGS,Float.valueOf(value.toString()),Float.parseFloat(value.toString()),,
CHANGE_IDENTIFIER,Float.valueOf(value.toString()),Float.parseFloat(value.toString()),,
DIFFERENT_METHOD_SAME_ARGS,Double.valueOf(value.toString()),Double.parseDouble(value.toString()),,
CHANGE_IDENTIFIER,Double.valueOf(value.toString()),Double.parseDouble(value.toString()),,
CHANGE_MODIFIER,2,66,,
OVERLOAD_METHOD_MORE_ARGS,buffer.writeBytes(content),"buffer.writeBytes(content,content.readerIndex(),content.readableBytes())",,
DIFFERENT_METHOD_SAME_ARGS,c.content().readBytes(CONTENT_LENGTH),c.content().readSlice(CONTENT_LENGTH),,
CHANGE_IDENTIFIER,c.content().readBytes(CONTENT_LENGTH),c.content().readSlice(CONTENT_LENGTH),,
DIFFERENT_METHOD_SAME_ARGS,connection.remote().nextStreamId(),connection.remote().incrementAndGetNextStreamId(),,
CHANGE_IDENTIFIER,connection.remote().nextStreamId(),connection.remote().incrementAndGetNextStreamId(),,
CHANGE_IDENTIFIER,ChannelOption<Integer>,ChannelOption<Boolean>,,
CHANGE_NUMERAL,5-Jan,1 / 5f,,
OVERLOAD_METHOD_MORE_ARGS,PlatformDependent.getByte(index),"PlatformDependent.getByte(array,index)",,
CHANGE_IDENTIFIER,PlatformDependent.getByte(index),"PlatformDependent.getByte(array,index)",,
CHANGE_OPERATOR,isHandshaking(clientResult) && isHandshaking(serverResult),isHandshaking(clientResult) || isHandshaking(serverResult),,
DIFFERENT_METHOD_SAME_ARGS,address.getHostName(),address.getHostAddress(),,
CHANGE_IDENTIFIER,address.getHostName(),address.getHostAddress(),,
CHANGE_IDENTIFIER,o instanceof Attribute,o instanceof InternalAttribute,,
CHANGE_IDENTIFIER,Attribute attribute=(Attribute)o; ,InternalAttribute attribute=(InternalAttribute)o; ,,
DIFFERENT_METHOD_SAME_ARGS,content().copy(),content().duplicate(),,
CHANGE_IDENTIFIER,content().copy(),content().duplicate(),,
DIFFERENT_METHOD_SAME_ARGS,HttpHeaderValues.IDENTITY.equals(targetContentEncoding),HttpHeaderValues.IDENTITY.contentEquals(targetContentEncoding),,
CHANGE_IDENTIFIER,HttpHeaderValues.IDENTITY.equals(targetContentEncoding),HttpHeaderValues.IDENTITY.contentEquals(targetContentEncoding),,
LESS_SPECIFIC_IF,promise.isDone(),promise.isDone() || future.isCancelled(),,
CHANGE_IDENTIFIER,private final DefaultChannelPipeline pipeline; ,private final ChannelPipeline pipeline; ,,
DIFFERENT_METHOD_SAME_ARGS,peekNode(),headRef(),,
CHANGE_IDENTIFIER,peekNode(),headRef(),,
CHANGE_OPERATOR,acquiredChannelCount <= maxConnections,acquiredChannelCount < maxConnections,,
SWAP_BOOLEAN_LITERAL,"SSLContext.setCertificateChainFile(ctx,trustCertChainFile.getPath(),true)","SSLContext.setCertificateChainFile(ctx,trustCertChainFile.getPath(),false)",,
LESS_SPECIFIC_IF,addr.isAnyLocalAddress(),addr.isAnyLocalAddress() || addr.isLoopbackAddress(),,
SWAP_ARGUMENTS,"new DatagramDnsQuery(addr,null,1)","new DatagramDnsQuery(null,addr,1)",,
SWAP_ARGUMENTS,"new DatagramDnsQuery(addr,null,1)","new DatagramDnsQuery(null,addr,1)",,
SWAP_ARGUMENTS,"new DatagramDnsQuery(addr,null,1)","new DatagramDnsQuery(null,addr,1)",,
SWAP_ARGUMENTS,"new DatagramDnsQuery(addr,null,1)","new DatagramDnsQuery(null,addr,1)",,
SWAP_ARGUMENTS,"new DatagramDnsQuery(addr,null,1)","new DatagramDnsQuery(null,addr,1)",,
OVERLOAD_METHOD_MORE_ARGS,connection.local().createStream(toStreamId(i)),"connection.local().createStream(toStreamId(i),false)",,
SWAP_BOOLEAN_LITERAL,new SslContextBuilder(true),new SslContextBuilder(false),,
SWAP_BOOLEAN_LITERAL,new SslContextBuilder(false),new SslContextBuilder(true),,
SWAP_BOOLEAN_LITERAL,new SslContextBuilder(false),new SslContextBuilder(true),,
CHANGE_IDENTIFIER,private final ReplayingDecoderBuffer replayable=new ReplayingDecoderBuffer(); ,private final ReplayingDecoderByteBuf replayable=new ReplayingDecoderByteBuf(); ,,
DIFFERENT_METHOD_SAME_ARGS,"parent.incrementPrioritizableForTree(amt,oldParent)","parent.incrementPrioritizableForTree0(amt,oldParent)",,
CHANGE_IDENTIFIER,"parent.incrementPrioritizableForTree(amt,oldParent)","parent.incrementPrioritizableForTree0(amt,oldParent)",,
DIFFERENT_METHOD_SAME_ARGS,parent.decrementPrioritizableForTree(amt),parent.decrementPrioritizableForTree0(amt),,
